연도,대상사고 구분명,사고건수,사망자수,부상자수,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목,법정동코드
2020,전체,35227,219,47513,366.88,96.3,102,953,4103,5110,19537,1322,2922,7671,26508,1048,0,1100
2020,어린이사고,928,2,1078,,,,,,,,,,,,,,1100
2020,노인사고,5056,86,5279,,,,,,,,,,,,,,1100
2020,보행자사고,7705,115,7841,,,,,,,,,,,,,,1100
2020,자전거사고,1802,14,2018,,,,,,,,,,,,,,1100
2020,야간사고,15381,117,21406,,,,,,,,,,,,,,1100
2020,어린이보행사고,273,2,276,,,,,,,,,,,,,,1100
2020,스쿨존내어린이사고,65,0,70,,,,,,,,,,,,,,1100
2020,고령운전사고,5318,44,7037,,,,,,,,,,,,,,1100
2020,고령보행사고,1805,59,1767,,,,,,,,,,,,,,1100
2020,PM사고,387,1,420,,,,,,,,,,,,,,1100
2020,뺑소니사고,751,2,1105,,,,,,,,,,,,,,1100
2020,무면허사고,571,5,774,,,,,,,,,,,,,,1100
2020,전체,903,5,1224,567.94,142.25,0,31,108,166,463,30,70,223,648,32,0,1101
2020,어린이사고,16,0,19,,,,,,,,,,,,,,1101
2020,노인사고,147,2,153,,,,,,,,,,,,,,1101
2020,보행자사고,226,2,234,,,,,,,,,,,,,,1101
2020,자전거사고,20,1,23,,,,,,,,,,,,,,1101
2020,야간사고,377,1,520,,,,,,,,,,,,,,1101
2020,어린이보행사고,2,0,3,,,,,,,,,,,,,,1101
2020,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1101
2020,고령운전사고,145,0,202,,,,,,,,,,,,,,1101
2020,고령보행사고,57,2,56,,,,,,,,,,,,,,1101
2020,PM사고,7,0,8,,,,,,,,,,,,,,1101
2020,뺑소니사고,31,0,44,,,,,,,,,,,,,,1101
2020,무면허사고,8,0,10,,,,,,,,,,,,,,1101
2020,전체,955,6,1248,709.33,145.68,3,30,118,197,480,24,58,239,678,38,0,1102
2020,어린이사고,14,0,15,,,,,,,,,,,,,,1102
2020,노인사고,161,2,163,,,,,,,,,,,,,,1102
2020,보행자사고,246,1,254,,,,,,,,,,,,,,1102
2020,자전거사고,20,0,21,,,,,,,,,,,,,,1102
2020,야간사고,411,4,548,,,,,,,,,,,,,,1102
2020,어린이보행사고,7,0,7,,,,,,,,,,,,,,1102
2020,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1102
2020,고령운전사고,175,0,224,,,,,,,,,,,,,,1102
2020,고령보행사고,67,1,66,,,,,,,,,,,,,,1102
2020,PM사고,8,0,9,,,,,,,,,,,,,,1102
2020,뺑소니사고,14,0,17,,,,,,,,,,,,,,1102
2020,무면허사고,15,0,18,,,,,,,,,,,,,,1102
2020,전체,890,12,1178,363.79,92.94,10,24,96,154,509,14,57,155,697,38,0,1103
2020,어린이사고,24,0,28,,,,,,,,,,,,,,1103
2020,노인사고,95,4,97,,,,,,,,,,,,,,1103
2020,보행자사고,159,6,158,,,,,,,,,,,,,,1103
2020,자전거사고,18,0,22,,,,,,,,,,,,,,1103
2020,야간사고,399,6,575,,,,,,,,,,,,,,1103
2020,어린이보행사고,8,0,8,,,,,,,,,,,,,,1103
2020,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1103
2020,고령운전사고,116,2,143,,,,,,,,,,,,,,1103
2020,고령보행사고,31,4,28,,,,,,,,,,,,,,1103
2020,PM사고,4,0,4,,,,,,,,,,,,,,1103
2020,뺑소니사고,25,0,33,,,,,,,,,,,,,,1103
2020,무면허사고,15,0,20,,,,,,,,,,,,,,1103
2020,전체,1119,9,1481,372.37,88.69,5,31,132,185,615,44,73,244,845,30,0,1104
2020,어린이사고,18,0,20,,,,,,,,,,,,,,1104
2020,노인사고,158,6,159,,,,,,,,,,,,,,1104
2020,보행자사고,244,5,248,,,,,,,,,,,,,,1104
2020,자전거사고,93,1,102,,,,,,,,,,,,,,1104
2020,야간사고,503,4,712,,,,,,,,,,,,,,1104
2020,어린이보행사고,4,0,4,,,,,,,,,,,,,,1104
2020,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1104
2020,고령운전사고,146,2,192,,,,,,,,,,,,,,1104
2020,고령보행사고,58,5,54,,,,,,,,,,,,,,1104
2020,PM사고,15,0,15,,,,,,,,,,,,,,1104
2020,뺑소니사고,15,0,20,,,,,,,,,,,,,,1104
2020,무면허사고,17,0,26,,,,,,,,,,,,,,1104
2020,전체,1448,10,1845,405.59,118.66,5,49,206,204,753,28,149,331,1067,50,0,1105
2020,어린이사고,31,0,33,,,,,,,,,,,,,,1105
2020,노인사고,289,2,298,,,,,,,,,,,,,,1105
2020,보행자사고,331,5,336,,,,,,,,,,,,,,1105
2020,자전거사고,114,0,126,,,,,,,,,,,,,,1105
2020,야간사고,595,4,805,,,,,,,,,,,,,,1105
2020,어린이보행사고,8,0,8,,,,,,,,,,,,,,1105
2020,스쿨존내어린이사고,4,0,4,,,,,,,,,,,,,,1105
2020,고령운전사고,250,2,288,,,,,,,,,,,,,,1105
2020,고령보행사고,127,1,128,,,,,,,,,,,,,,1105
2020,PM사고,12,1,11,,,,,,,,,,,,,,1105
2020,뺑소니사고,20,0,35,,,,,,,,,,,,,,1105
2020,무면허사고,30,0,40,,,,,,,,,,,,,,1105
2020,전체,1275,7,1622,285.2,86.86,0,46,141,257,646,32,93,340,898,37,0,1106
2020,어린이사고,32,0,35,,,,,,,,,,,,,,1106
2020,노인사고,214,3,218,,,,,,,,,,,,,,1106
2020,보행자사고,340,3,345,,,,,,,,,,,,,,1106
2020,자전거사고,40,0,44,,,,,,,,,,,,,,1106
2020,야간사고,536,4,716,,,,,,,,,,,,,,1106
2020,어린이보행사고,13,0,13,,,,,,,,,,,,,,1106
2020,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1106
2020,고령운전사고,209,0,252,,,,,,,,,,,,,,1106
2020,고령보행사고,109,2,109,,,,,,,,,,,,,,1106
2020,PM사고,4,0,4,,,,,,,,,,,,,,1106
2020,뺑소니사고,19,0,25,,,,,,,,,,,,,,1106
2020,무면허사고,14,0,15,,,,,,,,,,,,,,1106
2020,전체,741,7,990,226.36,66.86,2,19,114,73,404,18,81,224,490,27,0,1107
2020,어린이사고,19,0,20,,,,,,,,,,,,,,1107
2020,노인사고,160,4,167,,,,,,,,,,,,,,1107
2020,보행자사고,224,4,225,,,,,,,,,,,,,,1107
2020,자전거사고,57,1,60,,,,,,,,,,,,,,1107
2020,야간사고,305,2,421,,,,,,,,,,,,,,1107
2020,어린이보행사고,9,0,9,,,,,,,,,,,,,,1107
2020,스쿨존내어린이사고,2,0,2,,,,,,,,,,,,,,1107
2020,고령운전사고,123,2,149,,,,,,,,,,,,,,1107
2020,고령보행사고,78,3,75,,,,,,,,,,,,,,1107
2020,PM사고,6,0,6,,,,,,,,,,,,,,1107
2020,뺑소니사고,10,0,12,,,,,,,,,,,,,,1107
2020,무면허사고,8,0,11,,,,,,,,,,,,,,1107
2020,전체,953,14,1415,196.88,62.09,4,18,156,60,560,39,75,275,644,34,0,1108
2020,어린이사고,36,0,42,,,,,,,,,,,,,,1108
2020,노인사고,195,8,199,,,,,,,,,,,,,,1108
2020,보행자사고,275,10,273,,,,,,,,,,,,,,1108
2020,자전거사고,43,1,46,,,,,,,,,,,,,,1108
2020,야간사고,433,8,660,,,,,,,,,,,,,,1108
2020,어린이보행사고,12,0,12,,,,,,,,,,,,,,1108
2020,스쿨존내어린이사고,1,0,1,,,,,,,,,,,,,,1108
2020,고령운전사고,166,4,243,,,,,,,,,,,,,,1108
2020,고령보행사고,71,6,67,,,,,,,,,,,,,,1108
2020,PM사고,3,0,3,,,,,,,,,,,,,,1108
2020,뺑소니사고,31,0,38,,,,,,,,,,,,,,1108
2020,무면허사고,19,0,26,,,,,,,,,,,,,,1108
2020,전체,928,6,1256,287.35,88.7,4,14,106,108,503,66,96,207,686,35,0,1109
2020,어린이사고,36,1,42,,,,,,,,,,,,,,1109
2020,노인사고,137,2,141,,,,,,,,,,,,,,1109
2020,보행자사고,208,6,213,,,,,,,,,,,,,,1109
2020,자전거사고,38,1,39,,,,,,,,,,,,,,1109
2020,야간사고,365,3,507,,,,,,,,,,,,,,1109
2020,어린이보행사고,13,1,13,,,,,,,,,,,,,,1109
2020,스쿨존내어린이사고,2,0,3,,,,,,,,,,,,,,1109
2020,고령운전사고,147,3,184,,,,,,,,,,,,,,1109
2020,고령보행사고,53,2,52,,,,,,,,,,,,,,1109
2020,PM사고,7,0,7,,,,,,,,,,,,,,1109
2020,뺑소니사고,19,0,29,,,,,,,,,,,,,,1109
2020,무면허사고,15,0,23,,,,,,,,,,,,,,1109
